-20.656402,-30.540411,-43.794017,-36.130073,-30.268870,-20.646957,-11.739967,-9.981754,-3.480799,4.492153,6.611007,9.872524,15.963868,9.790760,2.159753,-10.878997,-18.100593,-23.353924,-37.416767,-55.513786,-54.429138,-58.103108,-58.209370,-57.157111,-61.661117,-63.066272,-63.876649,-65.066456,-66.440775,-67.313449,-65.980970,-64.268928,-66.330857
-20.192799,-29.712884,-39.459701,-35.038602,-30.585331,-20.286923,-10.549039,-6.244432,-3.574881,7.325929,14.263558,13.854233,12.547397,3.267366,0.579226,-5.850076,-17.307651,-30.295048,-38.781422,-53.047220,-57.877325,-59.965542,-58.192696,-59.123392,-58.499756,-58.354818,-60.020835,-61.337733,-65.017112,-70.292884,-64.673501,-64.428737,-65.367549
-19.755321,-28.682981,-38.699045,-36.053740,-32.039369,-21.913928,-12.068371,-6.520673,-4.598428,5.830874,11.711183,9.475154,3.501614,-6.275052,-5.192779,-10.898452,-23.362460,-35.541793,-46.102052,-53.641163,-54.251977,-55.080652,-55.267062,-57.454977,-60.406531,-63.472182,-64.148239,-64.961303,-66.712404,-65.996118,-66.719122,-66.721713,-67.316997
-18.657455,-25.709448,-32.832000,-31.714627,-28.113681,-21.373583,-10.564768,-3.715439,-0.718779,7.880923,11.123550,10.139962,7.823809,-1.474029,-1.746870,-7.882585,-21.452388,-29.810960,-38.115495,-42.067945,-44.069160,-46.868542,-49.958320,-51.973817,-51.458737,-51.867802,-54.120465,-56.415122,-57.243610,-58.878114,-59.688887,-57.733442,-59.676335
-16.659617,-22.500536,-27.573621,-26.421632,-24.049323,-19.612093,-6.190769,1.030618,6.281894,11.976319,17.753320,18.493768,17.985040,9.468178,8.092626,-2.716718,-15.787989,-20.973901,-28.250706,-35.749053,-38.674879,-42.439645,-47.272360,-49.314929,-53.636349,-55.419638,-53.291085,-53.035453,-49.865140,-48.535795,-50.623238,-51.270899,-51.812604
-20.788348,-30.396949,-44.492835,-43.814756,-37.761391,-25.690515,-11.714827,-5.638398,1.134067,5.101636,13.098795,10.402639,8.960818,1.620600,-4.725377,-14.888528,-19.271309,-31.916896,-41.824828,-50.419295,-52.585489,-53.194547,-56.018687,-59.816605,-62.031045,-62.967514,-63.312180,-66.311729,-68.547042,-69.205613,-69.398850,-68.432286,-67.874571
-21.651506,-31.978779,-48.762534,-46.106382,-33.094127,-17.979077,-7.409177,-0.448112,10.791754,14.116200,19.665476,16.391371,16.367896,12.985181,4.315174,-3.715457,-7.315799,-19.511906,-34.644238,-49.942756,-52.598150,-49.294775,-51.181282,-56.692411,-56.231831,-51.420456,-47.005682,-49.262362,-54.023164,-53.486805,-49.565547,-48.581915,-51.494425
-22.231845,-32.706230,-48.970731,-42.889531,-30.778894,-15.119800,-10.889822,-3.543416,9.250154,8.593739,9.216518,9.717782,10.559975,7.109001,-1.047846,-13.882063,-17.146415,-25.879055,-37.082210,-46.464446,-50.234351,-53.263010,-52.110383,-53.518892,-56.066982,-53.775546,-54.222492,-55.919491,-55.342024,-56.243979,-56.631610,-55.282693,-54.111410
-22.417826,-32.799333,-48.354347,-43.266095,-30.522800,-14.075501,-11.047284,-2.081027,7.521294,6.140991,10.432612,13.375061,10.183172,1.704975,-10.821391,-18.906352,-25.968894,-35.378239,-46.444562,-55.718566,-55.763547,-58.775905,-59.907759,-57.961659,-58.679084,-61.090699,-60.980033,-61.882740,-61.579689,-60.715258,-59.527115,-59.968129,-58.811474
-21.641705,-31.362742,-46.787161,-43.276997,-29.324679,-12.271744,-7.079279,2.811718,9.371032,10.584196,14.861893,16.722797,16.495658,6.295370,-7.565464,-14.919666,-24.124405,-27.812353,-37.293724,-47.866501,-51.758348,-54.012925,-55.904683,-53.748185,-57.568625,-61.961687,-65.595730,-63.680955,-64.334513,-66.548107,-64.439156,-61.613516,-64.704477
-17.314894,-22.939908,-27.853979,-27.865830,-18.313526,-1.008329,7.462379,18.453315,24.866606,30.356568,35.699078,33.284703,34.863175,30.337009,26.737291,24.927148,14.306201,7.753288,-2.486435,-10.264644,-14.464574,-14.135344,-9.601610,-3.885825,-5.471229,-9.188753,-6.097054,-2.751084,1.924324,6.651730,6.896673,12.388689,15.290121
-23.179166,-34.380270,-57.672787,-48.669646,-35.892397,-19.782551,-14.348079,-6.484827,-2.958345,-0.817640,6.346055,6.204550,-2.232429,-9.502228,-14.811354,-16.005092,-26.981841,-39.461943,-45.778810,-50.887157,-51.165560,-52.697884,-54.160293,-54.223413,-54.583929,-55.163621,-55.281786,-55.705407,-56.559610,-57.212992,-57.446166,-57.819281,-58.151761
-23.706021,-34.704631,-57.241166,-53.148598,-41.966855,-25.911322,-21.191567,-14.442262,-9.890123,-9.044405,0.874739,1.435991,-7.182769,-16.527076,-29.486220,-33.815687,-43.118706,-52.719771,-56.031507,-59.184215,-61.746094,-62.506576,-63.990207,-65.683079,-66.528537,-66.487015,-66.929738,-67.432768,-67.735424,-68.083761,-68.375625,-68.238585,-68.030961
-21.924063,-31.253168,-43.814324,-42.170670,-31.584045,-14.017138,-7.073657,2.806205,10.188820,13.157499,22.691734,21.029617,17.786520,13.164019,7.813876,0.193520,-11.272772,-23.898727,-34.782851,-38.533524,-43.812536,-46.837816,-48.924563,-49.590262,-51.943589,-53.828526,-55.979596,-51.004034,-47.071969,-49.321854,-51.630180,-49.505596,-45.721265
-22.448258,-32.863417,-50.854264,-47.895506,-34.984076,-20.411384,-14.607772,-8.979611,-1.649550,-0.750770,4.568041,1.949126,0.227147,-6.095327,-12.809642,-20.880885,-29.459615,-38.960994,-52.433093,-57.681912,-60.304187,-61.631633,-61.169543,-61.473822,-63.140536,-64.705494,-65.178697,-65.017453,-65.153302,-65.547791,-65.776561,-65.622047,-65.040646
-22.077851,-32.799069,-50.264963,-45.991933,-32.339054,-17.984474,-11.299349,-5.627618,1.193375,3.393691,4.210872,2.135661,-0.022391,-6.624758,-12.663223,-23.842917,-26.158317,-32.360235,-40.143852,-46.166145,-48.158253,-49.161688,-50.531666,-51.511165,-51.758220,-52.368939,-52.823737,-53.410949,-54.288913,-54.467758,-54.496581,-54.922925,-54.989826
-21.378710,-32.202520,-51.251404,-46.782029,-33.444044,-20.136147,-13.171054,-5.103390,0.754844,3.871395,4.405647,-0.096571,-7.526853,-8.523702,-11.697288,-26.741698,-35.686400,-38.920031,-44.653598,-49.528797,-51.327306,-52.806375,-53.360825,-54.324330,-55.205820,-55.677267,-55.867858,-56.363940,-57.119313,-57.234362,-57.016234,-57.406192,-57.599370
-22.131839,-33.240127,-54.404441,-51.502141,-38.307931,-25.629904,-18.674492,-9.685063,-4.557920,-2.488136,-1.010361,-4.333465,-10.555146,-16.603527,-23.788361,-35.206050,-48.348543,-56.253372,-59.324988,-61.361451,-62.046900,-64.013252,-64.539593,-64.839644,-65.376556,-66.482962,-67.017925,-67.302213,-67.424437,-67.828994,-68.285825,-68.738853,-68.827311
-22.401882,-33.527824,-56.107133,-54.870704,-41.344831,-29.599131,-22.067337,-13.161483,-6.680811,-3.363352,-2.052816,-6.094294,-11.319956,-18.963836,-26.104655,-39.641245,-46.482479,-56.455097,-64.056441,-65.361150,-66.041312,-68.458354,-70.038846,-71.166962,-71.873243,-72.666086,-73.255697,-73.780776,-74.128227,-74.460935,-74.442991,-74.463535,-74.365284
