20.519263,13.870617,8.329126,9.364098,12.242630,16.847362,23.167032,29.748928,36.746380,45.375318,48.282172,52.384972,47.766626,39.610452,35.181823,31.290472,31.273201,22.184493,14.494221,14.114336,12.914721,9.657406,7.536618,7.191581,6.646323,5.974301,5.107026,3.649005,4.012444,3.710339,5.268316,7.044661,7.373417
19.661406,12.218734,6.224437,8.660531,14.299297,22.069711,28.490459,36.658545,45.373260,54.668442,57.815071,57.232016,53.821492,46.951623,37.632862,37.360372,34.898722,26.125090,17.285157,18.690261,19.660247,20.073138,19.802481,19.126701,17.459573,16.879166,16.056561,14.523962,17.133080,17.338165,19.794845,21.626308,22.286400
17.653337,7.619526,-5.431204,-1.570075,7.799980,19.082509,25.623565,33.462648,43.755725,53.702309,55.082755,49.776070,44.709320,41.327153,41.253819,34.814624,17.619965,7.213859,-1.008055,-4.309692,-3.033514,-0.062100,-3.226024,-11.188856,-16.418240,-16.497645,-16.651544,-16.925278,-22.336377,-15.498351,-9.807877,-8.856913,-9.860772
17.804626,7.878391,-5.291058,-1.753478,9.285759,20.845387,27.385676,34.835415,46.689344,57.831424,59.363389,56.464899,53.256135,49.570073,47.112074,41.039039,28.363162,11.764495,-0.746288,-4.013552,1.532115,2.353879,-5.035423,-8.795681,-6.625472,-5.705256,-6.940480,-8.959322,-11.328579,-10.412591,-8.902064,-10.247533,-10.115180
16.806600,5.867654,-13.040341,-7.740984,4.151685,16.397522,22.553414,26.899447,38.552718,50.717841,52.204429,49.533641,43.839489,38.005990,32.279144,25.697612,15.519158,0.217625,-13.808158,-14.614807,-12.977192,-13.274761,-16.663789,-19.578726,-20.950573,-22.107267,-23.701131,-24.280910,-24.172926,-24.948531,-26.113204,-26.755151,-26.961143
16.767326,5.587154,-13.589226,-7.789131,2.783903,15.942478,22.390719,24.417954,36.911374,50.696169,51.688133,47.739550,41.300637,36.133815,28.115262,19.205887,9.942933,-2.477914,-15.625643,-16.358067,-18.861761,-19.567460,-20.354552,-21.186109,-22.888640,-24.389961,-26.820068,-27.507696,-27.555606,-28.511440,-29.882887,-30.187730,-29.955305
17.228312,6.615733,-9.771156,-5.548563,4.171596,18.401803,26.561599,28.897197,39.524932,54.274471,54.354090,48.025807,42.631873,39.399435,28.880507,22.517071,12.361754,-2.274192,-13.619948,-7.690803,-11.751630,-17.661504,-19.817447,-22.781309,-28.997235,-29.552058,-29.286795,-30.740156,-33.377966,-33.741446,-33.873713,-32.946684,-32.141490
18.714869,9.888278,1.921679,5.547701,12.147153,24.497201,34.779421,40.261562,46.485462,61.152970,62.179524,54.075144,52.130526,53.728539,43.073133,34.763582,29.155094,22.415462,14.196658,14.148285,13.696081,10.606650,8.568106,9.983248,6.041597,5.719714,5.235426,5.872094,5.478618,6.194724,7.359533,7.663462,7.157263
18.736295,10.191209,1.757186,4.605697,9.761334,18.906573,29.738601,37.284143,41.054376,49.651541,51.258830,45.154304,43.175571,40.294827,33.878669,25.716658,18.999014,13.660150,7.686179,5.525164,4.631252,2.500113,0.180495,-1.196114,-2.373230,-3.124092,-3.896938,-4.292320,-4.925258,-5.280901,-5.054798,-5.170532,-5.240607
17.849456,7.893287,-3.816605,-0.821576,4.428692,13.667910,25.426828,34.651887,39.036612,42.741330,41.610312,34.234150,36.372893,30.535241,24.613279,13.217126,2.175800,-5.291401,-9.096663,-11.373530,-13.585534,-16.861645,-19.644473,-21.755901,-23.567864,-24.020430,-25.174618,-24.637232,-24.017129,-24.541221,-25.439062,-24.951699,-24.071036
